"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:19:22.3055731 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3055828 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3055942 PM","notepad.exe","5656","RegCloseKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS",""
"7:19:22.3056313 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3056422 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3056492 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3056593 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659A23-5884-4D1B-9CF6-67D6F4F90B36}","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3056726 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659A23-5884-4D1B-9CF6-67D6F4F90B36}","SUCCESS","Desired Access: Read"
"7:19:22.3056840 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3057056 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3057319 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3057436 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3057556 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3057648 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3057765 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3057888 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3057984 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3058081 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"7:19:22.3058193 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3058304 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3058408 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3058507 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\(Default)","BUFFER OVERFLOW","Length: 12"
"7:19:22.3058597 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3058689 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3058805 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3058914 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\(Default)","SUCCESS","Type: REG_SZ, Length: 32, Data: Ptype_PSFactory"
"7:19:22.3059015 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3059114 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3059212 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3059308 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3059418 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocServer32","SUCCESS","Desired Access: Read"
"7:19:22.3059542 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: Name"
"7:19:22.3059657 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3059761 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3059894 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"7:19:22.3059984 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: Name"
"7:19:22.3060081 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3060199 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3060312 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"7:19:22.3060409 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: Name"
"7:19:22.3060511 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3060606 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3060702 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 66, Data: C:\Windows\System32\WinTypes.dll"
"7:19:22.3060797 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: Name"
"7:19:22.3060919 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3061029 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3061132 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"7:19:22.3061244 PM","notepad.exe","5656","RegCloseKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InProcServer32","SUCCESS",""
"7:19:22.3061329 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3061430 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3061549 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3061660 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3061746 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3061862 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3061963 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3062059 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3062154 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3062367 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3062498 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3062648 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3062747 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3062868 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3062963 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3063062 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3063156 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3063251 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3063346 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\AppID","NAME NOT FOUND","Length: 112"
"7:19:22.3063437 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3063556 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3063667 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3063775 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3063860 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3063968 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3064064 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3064158 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3064299 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659A23-5884-4D1B-9CF6-67D6F4F90B36}","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3064410 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659A23-5884-4D1B-9CF6-67D6F4F90B36}","SUCCESS","Desired Access: Read"
"7:19:22.3064519 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3064620 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3064745 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\Elevation","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3064878 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3065026 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\Elevation","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3065215 PM","notepad.exe","5656","RegCloseKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS",""
"7:19:22.3065356 PM","notepad.exe","5656","RegCloseKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS",""
"7:19:22.3065508 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3065650 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3065760 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3065885 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659A23-5884-4D1B-9CF6-67D6F4F90B36}","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3066035 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659A23-5884-4D1B-9CF6-67D6F4F90B36}","SUCCESS","Desired Access: Read"
"7:19:22.3066206 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: Name"
"7:19:22.3066342 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3066459 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3066554 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3066636 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3066771 PM","notepad.exe","5656","RegCloseKey","HKCR\CLSID\{11659a23-5884-4d1b-9cf6-67d6f4f90b36}","SUCCESS",""
"7:19:22.3073098 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"7:19:22.3073274 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"7:19:22.3073431 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"7:19:22.3077130 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots","NAME NOT FOUND","Desired Access: Enumerate Sub Keys"
"7:19:22.3085897 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3086017 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3086084 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3086183 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{B5F8350B-0548-48B1-A6EE-88BD00B4A5E7}","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3086292 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{B5F8350B-0548-48B1-A6EE-88BD00B4A5E7}","SUCCESS","Desired Access: Read"
"7:19:22.3086422 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: Name"
"7:19:22.3086511 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3086605 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3086693 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3086763 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.3086861 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: Name"
"7:19:22.3086978 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: Name"
"7:19:22.3087063 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3087155 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3087246 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"7:19:22.3087326 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: Name"
"7:19:22.3087409 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3087511 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3087623 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\(Default)","BUFFER OVERFLOW","Length: 12"
"7:19:22.3087711 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: Name"
"7:19:22.3087798 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3087883 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3087966 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\(Default)","SUCCESS","Type: REG_SZ, Length: 42, Data: MSAA AccPropServices"
"7:19:22.3088069 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: Name"
"7:19:22.3088167 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3088389 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3088484 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3088561 PM","notepad.exe","5656","RegOpenKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Desired Access: Read"
"7:19:22.3088712 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: Name"
"7:19:22.3088817 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3088915 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3089008 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"7:19:22.3089086 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: Name"
"7:19:22.3089176 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3089279 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3089381 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"7:19:22.3089469 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: Name"
"7:19:22.3089562 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3089647 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3089734 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 62, Data: C:\Windows\System32\oleacc.dll"
"7:19:22.3089822 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: Name"
"7:19:22.3089926 PM","notepad.exe","5656","RegQueryKey","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3090031 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3090122 PM","notepad.exe","5656","RegQueryValue","HKCR\CLSID\{b5f8350b-0548-48b1-a6ee-88bd00b4a5e7}\InprocServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 20, Data: Apartment"
